tweet_id,in_reply_to_status_id,in_reply_to_user_id,retweeted_status_id,retweeted_status_user_id,timestamp,source,expanded_urls,v2,v1,,
2.52E+17,,,,,2012-09-28 04:29:30 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam,,
2.49E+17,,,,,2012-09-22 09:29:38 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,I'm going for bath will msg you next  &lt;#&gt;  min..,ham,,
2.47E+17,,,,,2012-09-16 09:00:39 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham,,
2.47E+17,2.47E+17,74129089,,,2012-09-15 07:44:46 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Hey leave it. not a big deal:-) take care.,ham,,
2.46E+17,,,,,2012-09-13 17:15:12 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/traveling-to-bhutan,Mm that time you dont like fun,ham,,
2.43E+17,,,2.43E+17,352145373,2012-09-04 03:40:33 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Morning only i can ok.,ham,,
2.42E+17,,,,,2012-09-03 04:05:56 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://estore.ti.com/Stellaris-LaunchPad.aspx#.UEN8EZXoXxc.twitter,You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you  make you feel violated.,ham,,
2.39E+17,2.39E+17,47274404,,,2012-08-23 10:39:49 +0000,web,,The hair cream has not been shipped.,ham,,
2.38E+17,2.38E+17,162410744,,,2012-08-21 02:47:03 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Hello! Good week? Fancy a drink or something later?,ham,,
2.37E+17,,,2.36E+17,643653,2012-08-18 03:15:27 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Okies... I'll go yan jiu too... We can skip ard oso  go cine den go mrt one  blah blah blah... ,ham,,
2.36E+17,,,2.36E+17,5743852,2012-08-16 09:11:03 +0000,web,,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,,
2.36E+17,,,2.36E+17,1974,2012-08-16 02:08:30 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://hacks.developer.yahoo.com/hacks/yahoo-open-hack-india-2012/event_2,Siva is in hostel aha:-.,ham,,
2.35E+17,,,,,2012-08-13 05:49:02 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://funnel.hasgeek.com/jsfoo/450-control-robots-using-javascript,Any pain on urination any thing else?,ham,,
2.35E+17,,,,,2012-08-12 13:34:20 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,,
2.34E+17,,,,,2012-08-11 12:31:14 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/picture-perfect-hacks-using-flickr-api,How long does applebees fucking take,ham,,
2.34E+17,,,2.34E+17,742964078,2012-08-10 18:00:24 +0000,web,http://hardwarefun.com/tutorials/parsing-json-in-arduino,Oic... I saw him too but i tot he din c me... I found a group liao...,ham,,
2.32E+17,2.32E+17,162410744,,,2012-08-06 06:02:24 +0000,web,,I wont get concentration dear you know you are my mind and everything :-),ham,,
2.32E+17,,,,,2012-08-04 15:58:30 +0000,"<a href=""http://www.vim.org/scripts/script.php?script_id=2204"" rel=""nofollow"">TwitVim</a>",,K:)k:)what are detail you want to transfer?acc no enough?,ham,,
2.31E+17,,,,,2012-08-02 14:34:45 +0000,"<a href=""http://www.vim.org/scripts/script.php?script_id=2204"" rel=""nofollow"">TwitVim</a>",,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,ham,,
2.31E+17,,,,,2012-08-01 16:07:10 +0000,"<a href=""http://www.vim.org/scripts/script.php?script_id=2204"" rel=""nofollow"">TwitVim</a>",,UpgrdCentre Orange customer  you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available,spam,,
2.29E+17,,,,,2012-07-27 14:20:06 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/hacking-101-at-iit-bombay-for-hacku,When are you going to ride your bike?,ham,,
2.27E+17,2.27E+17,47274404,,,2012-07-22 15:53:26 +0000,web,http://en.wikipedia.org/wiki/Inside_Man,Nothing. I meant that once the money enters your account here  the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...,ham,,
2.27E+17,2.26E+17,74129089,,,2012-07-21 16:41:24 +0000,web,,Tension ah?what machi?any problem?,ham,,
2.23E+17,,,2.23E+17,76860994,2012-07-12 17:50:09 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Watching tv lor...,ham,,
2.23E+17,,,2.23E+17,16734860,2012-07-10 17:11:13 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://goo.gl/o3c0e,Dear reached railway. What happen to you,ham,,
2.22E+17,2.22E+17,27080189,,,2012-07-07 12:24:47 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Sorry in meeting I'll call later,ham,,
2.21E+17,,,2.21E+17,12904842,2012-07-06 17:42:31 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://bit.ly/M981tf,Some of them told accenture is not confirm. Is it true.,ham,,
2.21E+17,2.21E+17,47274404,,,2012-07-04 15:39:44 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Check with nuerologist.,ham,,
2.21E+17,2.21E+17,39062967,,,2012-07-04 14:15:41 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham,,
2.21E+17,2.20E+17,7678512,,,2012-07-04 13:06:23 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Lol ok your forgiven :),ham,,
2.20E+17,2.20E+17,18509049,,,2012-07-03 10:05:18 +0000,web,https://groups.google.com/forum/?fromgroups#!forum/computerclubin,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,spam,,
2.19E+17,,,2.19E+17,40273473,2012-07-01 16:03:05 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Were gonna go get some tacos,ham,,
2.19E+17,2.18E+17,18044059,,,2012-06-29 05:33:42 +0000,web,http://en.wikipedia.org/wiki/Ooty,Yes! How is a pretty lady like you single?,ham,,
2.17E+17,,,,,2012-06-24 01:33:08 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Gudnite....tc...practice going on,ham,,
2.17E+17,,,,,2012-06-23 12:24:29 +0000,web,,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham,,
2.16E+17,,,2.16E+17,294079511,2012-06-23 03:30:15 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,But am going to college pa. What to do. are else ill come there it self. Pa.,ham,,
2.15E+17,,,2.15E+17,10407132,2012-06-20 03:17:08 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Sorry that took so long  omw now,ham,,
2.12E+17,2.12E+17,162410744,,,2012-06-11 13:29:13 +0000,web,http://www.circuitsathome.com/mcu/bluetooth-code-for-arduino-usb-host,Sure  if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo,ham,,
2.11E+17,,,2.11E+17,13831362,2012-06-08 03:53:49 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,I know that my friend already told that.,ham,,
2.10E+17,,,2.10E+17,15105039,2012-06-06 03:30:42 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Geeeee ... I love you so much I can barely stand it,ham,,
2.10E+17,,,2.10E+17,15105039,2012-06-04 16:46:56 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,So anyways  you can just go to your gym or whatever  my love *smiles* I hope your ok and having a good day babe ... I miss you so much already,ham,,
2.09E+17,,,,,2012-06-01 15:19:30 +0000,web,,Can you open the door?,ham,,
2.08E+17,,,,,2012-05-31 06:53:50 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/wordpress/wp-github-gist,ÌÏ wait 4 me in sch i finish ard 5..,ham,,
2.06E+17,2.06E+17,34964733,,,2012-05-26 08:43:09 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam,,
2.05E+17,,,,,2012-05-22 13:46:24 +0000,web,,"\Pete can you please ring meive hardly gotany credit\""""",ham,,
2.04E+17,,,,,2012-05-19 13:47:40 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/building-robots-using-android-and-arduino-in-google-devfestx,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam,,
2.02E+17,,,2.02E+17,1974,2012-05-14 02:58:13 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,,
2.00E+17,,,,,2012-05-09 14:54:54 +0000,web,,Speaking of does he have any cash yet?,ham,,
1.98E+17,1.98E+17,747153,,,2012-05-03 06:45:52 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,ham,,
1.98E+17,,,,,2012-05-02 09:49:22 +0000,web,,I have many dependents,ham,,
1.97E+17,,,,,2012-04-29 15:44:47 +0000,"<a href=""http://www.vim.org/scripts/script.php?script_id=2204"" rel=""nofollow"">TwitVim</a>",,For my family happiness..,ham,,
1.96E+17,1.96E+17,14721640,,,2012-04-27 07:31:27 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,ham,,
1.94E+17,,,,,2012-04-21 09:32:17 +0000,web,,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,ham,,
1.93E+17,1.93E+17,10821682,,,2012-04-20 03:55:51 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Oh that was a forwarded message. I thought you send that to me,ham,,
1.93E+17,1.93E+17,40273473,,,2012-04-18 13:58:23 +0000,web,,When Ì_ login dat time... Dad fetching Ì_ home now?,ham,,
1.91E+17,,,,,2012-04-14 16:32:24 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/started-tracking-time-spend-on-my-pet-projects,Probably gonna swing by in a wee bit,ham,,
1.90E+17,,,1.90E+17,506290160,2012-04-12 03:46:03 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,spam,,
1.90E+17,,,,,2012-04-10 09:52:22 +0000,"<a href=""http://www.vim.org/scripts/script.php?script_id=2204"" rel=""nofollow"">TwitVim</a>",,Wait  do you know if wesleys in town? I bet she does hella drugs!,ham,,
1.89E+17,1.89E+17,41626400,,,2012-04-07 13:51:04 +0000,web,,You will be in the place of that man,ham,,
1.89E+17,1.89E+17,77368225,,,2012-04-07 11:43:47 +0000,web,,Sorry me going home first... Daddy come fetch Ì_ later...,ham,,
1.89E+17,,,,,2012-04-07 05:32:47 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,This pay is  &lt;DECIMAL&gt;  lakhs:),ham,,
1.86E+17,1.86E+17,5069851,,,2012-04-01 02:53:44 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,spam,,
1.85E+17,,,,,2012-03-27 13:54:13 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/adopted-cron-debug-log-wordpress-plugin,Piggy  r u awake? I bet u're still sleeping. I'm going 4 lunch now...,ham,,
1.83E+17,,,1.83E+17,13454462,2012-03-23 15:42:50 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Is xy going 4 e lunch?,ham,,
1.77E+17,,,,,2012-03-06 05:50:33 +0000,web,http://www.any.do/about,Dear Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.,ham,,
1.76E+17,1.75E+17,16783549,,,2012-03-04 05:08:37 +0000,web,,My sister in law  hope you are having a great month. Just saying hey. Abiola,ham,,
